,Unnamed: 0,RODADA,MANDANTE,GOLS_MANDANTE,VISITANTE,GOLS_VISITANTE,ANO,RESULTADO,RESULTADO_PREDITO
342,277,27,Sport,1.0,Santos,0.0,2016,,Vitória_Mandante
343,287,31,Sport,1.0,Vitória,0.0,2016,,Vitória_Mandante
344,303,33,Sport,1.0,Ponte Preta,0.0,2016,,Vitória_Mandante
345,293,17,Sport,2.0,Atlético-PR,0.0,2016,,Vitória_Mandante
346,316,38,Sport,2.0,Figueirense,0.0,2016,,Vitória_Mandante
347,283,35,Sport,0.0,Cruzeiro,1.0,2016,,Vitória_Mandante
348,294,26,Sport,0.0,Coritiba,1.0,2016,,Vitória_Mandante
349,263,2,Sport,1.0,Botafogo,1.0,2016,,Vitória_Mandante
350,276,29,Sport,1.0,São Paulo,1.0,2016,,Vitória_Visitante
351,285,22,Sport,1.0,Internacional,1.0,2016,,Vitória_Mandante
352,327,18,Sport,1.0,América-MG,1.0,2016,,Vitória_Mandante
353,266,9,Sport,2.0,Fluminense,1.0,2016,,Vitória_Mandante
354,315,11,Sport,5.0,Chapecoense,1.0,2016,,Vitória_Mandante
355,264,4,Sport,0.0,Corinthians,2.0,2016,,Empate
356,284,15,Sport,4.0,Grêmio,2.0,2016,,Vitória_Mandante
357,275,13,Sport,1.0,Palmeiras,3.0,2016,,Empate
358,344,24,Sport,5.0,Santa Cruz,3.0,2016,,Vitória_Mandante
359,282,6,Sport,4.0,Atlético-MG,4.0,2016,,Vitória_Mandante
360,266,14,Vitória,0.0,Fluminense,0.0,2016,,Vitória_Mandante
361,285,6,Vitória,1.0,Internacional,0.0,2016,,Vitória_Mandante
362,276,27,Vitória,2.0,São Paulo,0.0,2016,,Vitória_Mandante
363,316,36,Vitória,4.0,Figueirense,0.0,2016,,Vitória_Mandante
364,263,26,Vitória,0.0,Botafogo,1.0,2016,,Empate
365,283,32,Vitória,0.0,Cruzeiro,1.0,2016,,Empate
366,284,29,Vitória,0.0,Grêmio,1.0,2016,,Vitória_Mandante
367,282,4,Vitória,1.0,Atlético-MG,1.0,2016,,Vitória_Visitante
368,303,11,Vitória,1.0,Ponte Preta,1.0,2016,,Vitória_Mandante
369,327,22,Vitória,2.0,América-MG,1.0,2016,,Empate
370,294,18,Vitória,3.0,Coritiba,1.0,2016,,Vitória_Mandante
371,262,24,Vitória,1.0,Flamengo,2.0,2016,,Vitória_Visitante
372,275,38,Vitória,1.0,Palmeiras,2.0,2016,,Empate
373,315,9,Vitória,1.0,Chapecoense,2.0,2016,,Vitória_Mandante
374,344,20,Vitória,2.0,Santa Cruz,2.0,2016,,Vitória_Mandante
375,264,2,Vitória,3.0,Corinthians,2.0,2016,,Vitória_Mandante
376,292,12,Vitória,3.0,Sport,2.0,2016,,Vitória_Mandante
377,293,34,Vitória,3.0,Atlético-PR,2.0,2016,,Vitória_Mandante
378,277,16,Vitória,2.0,Santos,3.0,2016,,Vitória_Mandante
